date,asset,sector,factor_value,factor_redundant,factor_unrelated,forward_return_1d
2026-04-01,A00,tech,0.30471707975443135,-0.04369473746976241,-0.11394745765487507,0.002539482270242046
2026-04-01,A01,fin,-1.0399841062404955,-0.9392690046612846,-0.840156476962528,0.018384887714398675
2026-04-01,A02,indu,0.7504511958064572,0.8447013483965292,-0.8244812156912396,0.01235199162826674
2026-04-01,A03,hlth,0.9405647163912139,0.8776617400922966,0.6505927878247011,-0.013423590392099909
2026-04-01,A04,tech,-1.9510351886538364,-1.1180850651000924,0.7432541712034423,-0.0004291250729653688
2026-04-01,A05,fin,-1.302179506862318,-0.653033052998893,0.543154268305195,-0.02438637004402925
2026-04-01,A06,indu,0.12784040316728537,1.3744768427393763,-0.6655097072886943,0.018080367638814595
2026-04-01,A07,hlth,-0.3162425923435822,-0.4652188244712769,0.23216132306671977,-0.0022634885890993866
2026-04-01,A08,tech,-0.016801157504288795,-0.3191064476959245,0.11668580914072822,-0.0037644519009223665
2026-04-01,A09,fin,-0.85304392757358,-1.0853943862502327,0.21868859672901295,-0.01703076659837315
2026-04-01,A10,indu,0.8793979748628286,0.9851662359492774,0.8714287779481898,0.02796841867293192
2026-04-01,A11,hlth,0.7777919354289483,1.2218377304327988,0.22359554877468227,2.0578100339749793e-05
2026-04-02,A00,tech,0.6789135630718949,-0.0764318774506404,-1.1958396455890397,-0.03094174118002852
2026-04-02,A01,fin,0.06757906948889146,0.3456017950744824,0.4869724807855818,-0.006427384321759931
2026-04-02,A02,indu,0.28911939868998415,0.2878390207253281,-0.46940234020272387,0.0044115388968600485
2026-04-02,A03,hlth,0.6312882258385404,0.8561929705276392,0.01249411872768743,0.014249599530539725
2026-04-02,A04,tech,-1.4571558198556664,-1.276360661700887,0.48074665890590895,0.008395908316434435
2026-04-02,A05,fin,-0.31967121635730134,-0.12864603680408238,0.4465311760299441,0.0145882598385693
2026-04-02,A06,indu,-0.4703726542927955,0.04609337837544519,0.6653851089727862,-0.008855992062139934
2026-04-02,A07,hlth,-0.6388778482433419,-0.6328224176024824,-0.09848548450942361,-0.01180254724626471
2026-04-02,A08,tech,-0.27514225122668373,0.08146556667576826,-0.42329831204415375,0.016058948620236345
2026-04-02,A09,fin,1.4949413112343959,0.6493033532240864,-0.07971821090639905,0.002153678747305286
2026-04-02,A10,indu,-0.8658311156932432,-0.8239140889243133,-1.6873344339580298,-0.02897705092953141
2026-04-02,A11,hlth,0.9682783545914808,0.44875211181503916,-1.4471124724230873,-0.018792630861703692
2026-04-03,A00,tech,-1.3226996123544024,-1.5399882242212004,0.6351509468144043,0.0115153642997303
2026-04-03,A01,fin,-0.9972468276014818,-0.5905073983472475,-0.22222269709877338,-0.038535395774252905
2026-04-03,A02,indu,0.3997742267234366,0.4118399690894647,-1.4708062945026579,0.010287569777810894
2026-04-03,A03,hlth,-0.9054790553600608,0.1816772063922193,-1.0155790812075416,0.0011327958252053145
2026-04-03,A04,tech,-0.3781625540393897,0.23635295972117437,0.3135138474501953,-0.013395649330093448
2026-04-03,A05,fin,1.2992282977860654,1.1235824439399513,0.8381265678943811,-0.023724243896624832
2026-04-03,A06,indu,-0.35626397106142593,0.6285969549887389,1.9967308916917865,1.7534270031686503e-05
2026-04-03,A07,hlth,0.7375155684670865,-0.19699693466675006,2.9138624660073296,-0.007639791907407703
2026-04-03,A08,tech,-0.933617680009877,-1.0373832956567623,0.4144094332759964,0.0009190535070545706
2026-04-03,A09,fin,-0.20543755786763002,-0.6997518553506559,-0.9895381200318641,-0.00038470732100166245
2026-04-03,A10,indu,-0.9500220549105812,-0.8989013203308676,-2.132046280731309,0.028235489606775986
2026-04-03,A11,hlth,-0.3390330759005625,-1.063334841664179,0.2677114623438358,-0.006143244853062736
2026-04-06,A00,tech,-0.812941095310326,-0.6630415053120824,1.3060017417068248,-0.000646273951783587
2026-04-06,A01,fin,-0.41535726017968533,-0.3152075978070401,0.21938250136385634,0.01799336117974241
2026-04-06,A02,indu,-0.6120967990598081,-0.8213403765994999,-0.41092723083373717,-0.012434299167022274
2026-04-06,A03,hlth,-0.14079088641638526,0.16908970039777863,1.1062887100598888,-0.024262038874006034
2026-04-06,A04,tech,1.0659802307876436,0.4731960733468824,0.4287564384616135,-0.015038414321496864
2026-04-06,A05,fin,0.15704856744534462,-0.6254294610486076,1.535755991995992,-0.013876327020933686
2026-04-06,A06,indu,-0.1586348370386883,-0.8778069305188533,0.18323443722190613,0.04193485530054854
2026-04-06,A07,hlth,-1.0356537528258116,-0.6214048763447964,-1.2244690317205003,-0.020570348595790967
2026-04-06,A08,tech,-1.674682944704357,-0.22482330744678902,-1.368159199245665,0.01007105229590947
2026-04-06,A09,fin,-0.4863079090733309,-0.24442056820726865,1.6509279322312496,-0.02000377519803385
2026-04-06,A10,indu,-0.05378255081832049,-0.10883078123875387,1.723665720783297,0.018416330054211602
2026-04-06,A11,hlth,1.767929913579883,1.4090466232674437,-0.17951921328260065,0.014770738976436795
2026-04-07,A00,tech,-0.38318732113598775,0.05463813740716422,-0.8532433505588201,-0.0425361913051644
2026-04-07,A01,fin,1.4614442922422022,1.8254498690351877,-0.2873833615491761,0.0048714091303664496
2026-04-07,A02,indu,-1.107045682043488,-0.8676353849803817,-1.4634420018370031,-0.021292788134031373
2026-04-07,A03,hlth,-0.8947270189558264,-1.0438744802715003,-0.5907070139634865,-0.027955169284295867
2026-04-07,A04,tech,0.6433267946890444,0.31601346615403136,0.3156050035903405,-0.01498974015981884
2026-04-07,A05,fin,-0.3946051228595896,-0.13072551123897977,1.2058536208882336,-0.0082608893054546
2026-04-07,A06,indu,-0.005121866720071296,0.1023587083681767,-0.7290838377436085,0.018297563380239978
2026-04-07,A07,hlth,-0.16344289852451258,-0.7650428723071787,-0.6541464400677965,-0.02718162594888933
2026-04-07,A08,tech,0.33757454879893356,0.290596053135978,-2.147289029738655,0.0019629280470840832
2026-04-07,A09,fin,1.4074818613137168,1.1221743010029448,-0.16266592054490767,-0.004053461221416702
2026-04-07,A10,indu,0.09058490690174555,1.5738938573515742,-1.062414411859563,-0.006191122259632234
2026-04-07,A11,hlth,0.6439387932768579,1.5768639220628027,-0.5294394273660737,0.022630911679199513
2026-04-08,A00,tech,-0.8768607781675882,-0.3308794311902284,-0.7630572096947675,0.031066509775441495
2026-04-08,A01,fin,-0.09426255425255699,0.5416457027151071,-1.112411471983418,-0.02011419178557498
2026-04-08,A02,indu,-1.7577283913566313,-1.1371522773485623,1.191142953088865,-0.01193647048426872
