row_id,feature_x,feature_y,feature_z
0,-0.09220005743508179,-0.1387799750667743,-0.5239709352076026
1,-0.5017699334416342,1.0917387231613547,-1.4305716347622464
2,0.5798795573462041,0.10672931122047026,1.3082174220264442
3,-0.30272576212459035,-0.5845939173202443,1.1641617915578708
4,-1.705310409471023,-0.5287755902501299,-0.3024483880219324
5,1.833647990203499,1.9691220186391993,0.8839882151143285
6,0.23010626348816343,1.1479892178070783,0.4488255645773436
7,-1.5981493312630461,-0.23466241915898273,-0.27107797238370895
8,0.16720170244642218,0.9570019406679643,1.5147242528035176
9,-0.8734769122948366,1.3328031486517937,-0.5005901896089919
10,0.7181736411510209,1.5708888699969128,1.0431262429752766
11,2.0937249785248473,0.6796974625567381,-0.1608179058239033
12,-0.8281046080670159,0.10898421038191186,0.16682814872712548
13,-0.594946297022689,0.7659235007163057,-0.6648429875184354
14,0.04215624000501862,-1.1265808731355096,1.4230401236148522
15,0.7198474681509235,-1.5811279737977944,-0.9060595065192104
16,-0.8398071306568949,-1.533784582682407,-0.5187808881570684
17,0.29465494389050145,-0.5850544109442675,-2.4107071782502434
18,-1.2815628874384597,-2.4353576000766584,1.522498369458133
19,0.7422330929489143,0.7065793892453579,-0.23349120638791154
20,1.532920827446863,0.700741816715669,0.7172008907508243
21,1.2580244143849533,0.7682833371452741,0.3247068318789658
22,0.4029780072407854,1.0639073599347086,0.6762419204596006
23,-1.4300441040531586,-0.9526121703280588,1.213208418194288
24,1.1404394212095208,-1.0956883859828457,-0.07254315147940515
25,-1.3356725370496474,-3.0465547147954526,-0.3803723505933704
26,0.008226166249938233,-0.2969170160396902,-0.8025197649875009
27,-0.4641562781395933,0.5184033270349577,-0.01951374498038595
28,1.2198270281084542,-0.5904614684998468,0.18091996216216927
29,-0.4345188876712236,-1.7795342981859097,-0.7503333922186481
30,-1.5330211587605833,0.39852447283044173,0.6854135075511262
31,0.003351733635274333,-1.0336409292656878,-0.10788493830872703
32,2.745714270343019,0.032031402186519384,1.8466227281151228
33,0.8171761188541791,2.9429870490092345,-0.11528483551543733
34,-2.004208787394686,-0.15926247292140017,-2.102977878096916
35,-0.5142719234029228,-0.16646368060338457,1.2476876831102768
36,-0.894359388054725,1.2623034652159115,-1.5386886099418322
37,0.884118125849558,-0.4298429881748148,0.5287629398388524
38,-0.5146352204768093,-0.01828611713843118,-1.027267948445917
39,0.7537939063213677,0.7536010893749681,0.8775032011102026
40,0.292079195961635,-0.4243852579851809,1.5761026743847941
41,0.04195828000860581,-2.2941979526863765,0.5833605013628742
42,-0.27895654783460866,0.6672169885459748,-0.8131102034731116
43,-0.15862199240971028,1.0791686836928764,-0.20626923900922797
44,-1.58801604205682,0.4667715279441616,-0.1562358773300362
45,5.465979227246457,-7.937142448056046,3.750569259733985
46,-1.5505055575256805,-0.4076688930889568,-0.9612665843095387
47,1.8853199894142554,1.034829186561774,-0.2668906465664614
48,-0.08558778716072508,-0.6464806477901378,0.22730868675922625
49,-0.15317051671189938,2.0320550361972853,-1.6301743936494533
50,0.7175496178642105,0.5268998629448053,0.6996764039420259
51,0.4765632310628034,-0.4997501337730113,1.164008993345167
52,1.1162720017547751,0.8407756374339904,0.7435697021139659
53,-0.2974627454934367,-0.23523612842730152,0.9569625499570449
